Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,Bosnia and Herzegovina,02/03/2021 5:23,43.9159,17.6791,130979,5071,115847,10061,Bosnia and Herzegovina,3992.270213,3.871613007
,Botswana,02/03/2021 5:23,-22.3285,24.6849,30727,332,24884,5511,Botswana,1306.628395,1.080482963
Acre,Brazil,02/03/2021 5:23,-9.0238,-70.812,57894,1012,46623,10259,"Acre, Brazil",6564.429351,1.748022248
Alagoas,Brazil,02/03/2021 5:23,-9.5713,-36.782,132245,3010,125848,3387,"Alagoas, Brazil",3962.566786,2.276078491
Amapa,Brazil,02/03/2021 5:23,0.902,-52.003,83885,1142,60476,22267,"Amapa, Brazil",9918.638432,1.361387614
Amazonas,Brazil,02/03/2021 5:23,-3.4168,-65.8561,316668,10938,269142,36588,"Amazonas, Brazil",7640.501598,3.45409072
Bahia,Brazil,02/03/2021 5:23,-12.5797,-41.7007,686057,11914,654292,19851,"Bahia, Brazil",4612.748254,1.7365904
Ceara,Brazil,02/03/2021 5:23,-5.4984,-39.3206,427148,11293,315001,100854,"Ceara, Brazil",4677.445812,2.643814322
Distrito Federal,Brazil,02/03/2021 5:23,-15.7998,-47.8645,298836,4865,283000,10971,"Distrito Federal, Brazil",9910.760835,1.627983242
Espirito Santo,Brazil,02/03/2021 5:23,-19.1834,-40.3089,327433,6427,309042,11964,"Espirito Santo, Brazil",8147.835716,1.962844307
Goias,Brazil,02/03/2021 5:23,-15.827,-49.8362,396335,8545,380990,6800,"Goias, Brazil",5647.121818,2.15600439
Maranhao,Brazil,02/03/2021 5:23,-4.9609,-45.2744,219632,5074,204229,10329,"Maranhao, Brazil",3104.259806,2.310228018
Mato Grosso,Brazil,02/03/2021 5:23,-12.6819,-56.9211,250483,5732,236768,7983,"Mato Grosso, Brazil",7188.562035,2.288378852
Mato Grosso do Sul,Brazil,02/03/2021 5:23,-20.7722,-54.7852,181981,3330,170594,8057,"Mato Grosso do Sul, Brazil",6548.467678,1.829861359
Minas Gerais,Brazil,02/03/2021 5:23,-18.5122,-44.555,883105,18598,803665,60842,"Minas Gerais, Brazil",4171.730922,2.105978338
Para,Brazil,02/03/2021 5:23,-1.9981,-54.9306,365411,8643,342801,13967,"Para, Brazil",4247.550089,2.365281833
Paraiba,Brazil,02/03/2021 5:23,-7.24,-36.782,222259,4526,157849,59884,"Paraiba, Brazil",5531.408042,2.036362982
Parana,Brazil,02/03/2021 5:23,-25.2521,-52.0215,650236,11686,467768,170782,"Parana, Brazil",5686.885126,1.797193634
Pernambuco,Brazil,02/03/2021 5:23,-8.8137,-36.9541,300104,11007,257881,31216,"Pernambuco, Brazil",3140.125254,3.667728521
Piaui,Brazil,02/03/2021 5:23,-7.7183,-42.7289,174008,3352,170493,163,"Piaui, Brazil",5316.099372,1.926348214
Rio Grande do Norte,Brazil,02/03/2021 5:23,-5.4026,-36.9541,167429,3608,123331,40490,"Rio Grande do Norte, Brazil",4774.337561,2.154943289
Rio Grande do Sul,Brazil,02/03/2021 5:23,-30.0346,-51.2177,643672,12470,601501,29701,"Rio Grande do Sul, Brazil",5657.541342,1.937322114
Rio de Janeiro,Brazil,02/03/2021 5:23,-22.9068,-43.1729,583795,33093,546695,4007,"Rio de Janeiro, Brazil",3381.389675,5.668599423
Rondonia,Brazil,02/03/2021 5:23,-11.5057,-63.5806,149513,2870,129870,16773,"Rondonia, Brazil",8412.722081,1.919565523
Roraima,Brazil,02/03/2021 5:23,-2.7376,-62.0751,82126,1100,76102,4924,"Roraima, Brazil",13557.49215,1.339405304
Santa Catarina,Brazil,02/03/2021 5:23,-27.2423,-50.2189,675577,7438,629384,38755,"Santa Catarina, Brazil",9429.127561,1.100984788
Sao Paulo,Brazil,02/03/2021 5:23,-23.5505,-46.6333,2044699,59546,1830423,154730,"Sao Paulo, Brazil",4452.833943,2.912213485
Sergipe,Brazil,02/03/2021 5:23,-10.5741,-37.3857,152003,2969,142095,6939,"Sergipe, Brazil",6612.57513,1.953250923
Tocantins,Brazil,02/03/2021 5:23,-10.1753,-48.2982,114467,1532,101748,11187,"Tocantins, Brazil",7277.606611,1.338376999
,Brunei,02/03/2021 5:23,4.5353,114.7277,186,3,181,2,Brunei,42.51593776,1.612903226
,Bulgaria,02/03/2021 5:23,42.7339,25.4858,249626,10308,206630,32688,Bulgaria,3592.544807,4.129377549
,Burkina Faso,02/03/2021 5:23,12.2383,-1.5616,12030,143,11588,299,Burkina Faso,57.55078223,1.188694929
,Burma,02/03/2021 5:23,21.9162,95.956,141916,3199,131487,7230,Burma,260.8280414,2.254150342
,Burundi,02/03/2021 5:23,-3.3731,29.9189,2217,3,773,1441,Burundi,18.64469626,0.135317997
,Cabo Verde,02/03/2021 5:23,16.5388,-23.0418,15432,147,14875,410,Cabo Verde,2775.599473,0.952566096
,Cambodia,02/03/2021 5:23,11.55,104.9167,844,0,478,366,Cambodia,5.048157569,0
,Cameroon,02/03/2021 5:23,3.848,11.5021,35714,551,32594,2569,Cameroon,134.5369659,1.542812342
Alberta,Canada,02/03/2021 5:23,53.9333,-116.5765,133795,1888,127233,4674,"Alberta, Canada",3031.73745,1.411114018
British Columbia,Canada,02/03/2021 5:23,53.7267,-127.6476,80672,1363,74776,4533,"British Columbia, Canada",1578.425163,1.689557715
Diamond Princess,Canada,21/12/2020 13:27,,,0,1,0,,"Diamond Princess, Canada",,
Grand Princess,Canada,21/12/2020 13:27,,,13,0,13,0,"Grand Princess, Canada",,0
Manitoba,Canada,02/03/2021 5:23,53.7609,-98.8139,31894,896,29827,1171,"Manitoba, Canada",2315.325328,2.809305826
New Brunswick,Canada,02/03/2021 5:23,46.5653,-66.4619,1431,27,1367,37,"New Brunswick, Canada",183.4631849,1.886792453
Newfoundland and Labrador,Canada,02/03/2021 5:23,53.1355,-57.6604,989,6,743,240,"Newfoundland and Labrador, Canada",189.69436,0.606673407
Northwest Territories,Canada,02/03/2021 5:23,64.8255,-124.8457,47,0,44,3,"Northwest Territories,Canada",104.6677356,0
Nova Scotia,Canada,02/03/2021 5:23,44.682,-63.7443,1642,65,1542,35,"Nova Scotia, Canada",167.9869293,3.958587089
Nunavut,Canada,02/03/2021 5:23,70.2998,-83.1076,358,1,349,8,"Nunavut, Canada",923.1562661,0.279329609
Ontario,Canada,02/03/2021 5:23,51.2538,-85.3232,307176,6982,289928,10266,"Ontario, Canada",2087.952774,2.272964034
Prince Edward Island,Canada,02/03/2021 5:23,46.5107,-63.4168,132,0,114,18,"Prince Edward Island, Canada",83.46084295,0
Quebec,Canada,02/03/2021 5:23,52.9399,-73.5491,287874,10399,270364,7590,"Quebec, Canada",3377.418721,3.606343614
Repatriated Travellers,Canada,02/03/2021 5:23,,,13,0,13,0,"Repatriated Travellers, Canada",,0
Saskatchewan,Canada,02/03/2021 5:23,52.9399,-106.4509,28801,385,26865,1551,"Saskatchewan, Canada",2437.321544,1.33675914
Yukon,Canada,02/03/2021 5:23,64.2823,-135,72,1,71,0,"Yukon, Canada",175.2763036,1.388888889
,Central African Republic,02/03/2021 5:23,6.6111,20.9394,5004,63,4920,21,Central African Republic,103.6075469,1.258992806
,Chad,02/03/2021 5:23,15.4542,18.7322,3986,140,3480,366,Chad,24.26661522,3.512293026
Antofagasta,Chile,02/03/2021 5:23,-23.6509,-70.3975,37943,770,35783,1390,"Antofagasta, Chile",6245.411779,2.029359829
Araucania,Chile,02/03/2021 5:23,-38.9489,-72.3311,40643,533,38210,1900,"Araucania, Chile",4245.923629,1.311418941
Arica y Parinacota,Chile,02/03/2021 5:23,-18.594,-69.4785,15212,296,14350,566,"Arica y Parinacota, Chile",6728.948812,1.945832238
Atacama,Chile,02/03/2021 5:23,-27.5661,-70.0503,12042,155,11483,404,"Atacama, Chile",4167.589568,1.287161601
Aysen,Chile,02/03/2021 5:23,-45.9864,-73.7669,3085,25,2986,74,"Aysen, Chile",2990.558173,0.810372771
Biobio,Chile,02/03/2021 5:23,-37.4464,-72.1416,73544,1287,68804,3453,"Biobio, Chile",4724.03416,1.749972805
Coquimbo,Chile,02/03/2021 5:23,-29.959,-71.3389,21113,408,19689,1016,"Coquimbo, Chile",2786.878321,1.932458675
Los Lagos,Chile,02/03/2021 5:23,-41.9198,-72.1416,51848,635,49507,1706,"Los Lagos, Chile",6256.486,1.224733837
Los Rios,Chile,02/03/2021 5:23,-40.231,-72.3311,19633,234,18064,1335,"Los Rios, Chile",5101.640435,1.19187083
Magallanes,Chile,02/03/2021 5:23,-52.368,-70.9863,21914,315,21234,365,"Magallanes, Chile",13158.95348,1.437437255
Maule,Chile,02/03/2021 5:23,-35.5183,-71.6885,43399,857,40806,1736,"Maule, Chile",4153.213072,1.974699878
Metropolitana,Chile,02/03/2021 5:23,-33.4376,-70.6505,366339,12016,348023,6300,"Metropolitana, Chile",5150.41317,3.280022056
Nuble,Chile,02/03/2021 5:23,-36.7226,-71.7622,17065,323,16103,639,"Nuble, Chile",3550.703378,1.892762965
OHiggins,Chile,02/03/2021 5:23,-34.5755,-71.0022,30537,769,28584,1184,"OHiggins, Chile",3339.000935,2.518256541
Tarapaca,Chile,02/03/2021 5:23,-19.9232,-69.5132,24812,432,23675,705,"Tarapaca, Chile",7506.095753,1.74109302
Unknown,Chile,02/03/2021 5:23,,,51,1,51,,"Unknown, Chile",,1.960784314
Valparaiso,Chile,02/03/2021 5:23,-33.0472,-71.6127,50590,1604,46861,2125,"Valparaiso, Chile",2785.943294,3.170587073
Anhui,China,02/03/2021 5:23,31.8257,117.2264,994,6,988,0,"Anhui, China",1.571790006,0.60362173
Beijing,China,02/03/2021 5:23,40.1824,116.4142,1049,9,1024,16,"Beijing, China",4.870009285,0.857959962
Chongqing,China,02/03/2021 5:23,30.0572,107.874,591,6,585,0,"Chongqing, China",1.905222437,1.015228426
Fujian,China,02/03/2021 5:23,26.0789,117.9874,551,1,546,4,"Fujian, China",1.398122304,0.181488203
Gansu,China,02/03/2021 5:23,35.7518,104.2861,187,2,185,0,"Gansu, China",0.709139173,1.069518717
Guangdong,China,02/03/2021 5:23,23.3417,113.4244,2215,8,2159,48,"Guangdong, China",1.952229861,0.361173815
Guangxi,China,02/03/2021 5:23,23.8298,108.7881,267,2,265,0,"Guangxi, China",0.542021924,0.74906367
Guizhou,China,02/03/2021 5:23,26.8154,106.8748,147,2,145,0,"Guizhou, China",0.408333333,1.360544218
Hainan,China,02/03/2021 5:23,19.1959,109.7453,171,6,165,0,"Hainan, China",1.830835118,3.50877193
Hebei,China,02/03/2021 5:23,37.8957,114.9042,1317,7,1301,9,"Hebei, China",1.742985707,0.53151101
Heilongjiang,China,02/03/2021 5:23,47.862,127.7615,1610,13,1597,0,"Heilongjiang, China",4.26716141,0.807453416
Henan,China,02/03/2021 5:23,33.882,113.614,1305,22,1281,2,"Henan, China",1.358667361,1.685823755
Hong Kong,China,02/03/2021 5:23,22.3,114.2,11019,200,10547,272,"Hong Kong, China",146.9790268,1.815046737
Hubei,China,02/03/2021 5:23,30.9756,112.2707,68151,4512,63639,0,"Hubei, China",115.1782998,6.620592508
Hunan,China,02/03/2021 5:23,27.6104,111.7088,1036,4,1027,5,"Hunan, China",1.501666908,0.386100386
Inner Mongolia,China,02/03/2021 5:23,44.0935,113.9448,367,1,365,1,"Inner Mongolia, China",1.448303078,0.272479564
Jiangsu,China,02/03/2021 5:23,32.9711,119.455,704,0,699,5,"Jiangsu, China",0.874425537,0
Jiangxi,China,02/03/2021 5:23,27.614,115.7221,935,1,934,0,"Jiangxi, China",2.0116179,0.106951872
Jilin,China,02/03/2021 5:23,43.6661,126.1923,573,3,564,6,"Jilin, China",2.11908284,0.523560209
Liaoning,China,02/03/2021 5:23,41.2956,122.6085,406,2,402,2,"Liaoning, China",0.931406286,0.492610837
Macau,China,02/03/2021 5:23,22.1667,113.55,48,0,47,1,"Macau, China",7.392098463,0
Ningxia,China,02/03/2021 5:23,37.2692,106.1655,75,0,75,0,"Ningxia, China",1.090116279,0
Qinghai,China,02/03/2021 5:23,35.7452,95.9956,18,0,18,0,"Qinghai, China",0.298507463,0
Shaanxi,China,02/03/2021 5:23,35.1917,108.8701,552,3,541,8,"Shaanxi, China",1.428571429,0.543478261
Shandong,China,02/03/2021 5:23,36.3427,118.1498,869,7,860,2,"Shandong, China",0.864934806,0.80552359
Shanghai,China,02/03/2021 5:23,31.202,121.4491,1797,7,1749,41,"Shanghai, China",7.413366337,0.389538119
Shanxi,China,02/03/2021 5:23,37.5777,112.2922,240,0,238,2,"Shanxi, China",0.645508338,0
Sichuan,China,02/03/2021 5:23,30.6171,102.7103,904,3,872,29,"Sichuan, China",1.083802901,0.331858407
Tianjin,China,02/03/2021 5:23,39.3054,117.323,357,3,338,16,"Tianjin, China",2.288461538,0.840336134
Tibet,China,02/03/2021 5:23,31.6927,88.0924,1,0,1,0,"Tibet, China",0.029069767,0
Unknown,China,02/03/2021 5:23,,,0,0,4,-4,"Unknown, China",,
Xinjiang,China,02/03/2021 5:23,41.1129,85.2401,980,3,977,0,"Xinjiang, China",3.940490551,0.306122449
Yunnan,China,02/03/2021 5:23,24.974,101.487,233,2,229,2,"Yunnan, China",0.482401656,0.858369099
Zhejiang,China,02/03/2021 5:23,29.1832,120.0934,1321,1,1314,6,"Zhejiang, China",2.302597176,0.075700227
Amazonas,Colombia,02/03/2021 5:23,-1.4429,-71.5724,5164,178,4759,227,"Amazonas, Colombia",6742.482602,3.446940356
Antioquia,Colombia,02/03/2021 5:23,7.1986,-75.3412,345448,6539,333860,5049,"Antioquia, Colombia",5391.641962,1.892904287
Arauca,Colombia,02/03/2021 5:23,7.0762,-70.7105,5586,169,5289,128,"Arauca, Colombia",2130.646059,3.025420695
Atlantico,Colombia,02/03/2021 5:23,10.6966,-74.8741,123889,4032,117706,2151,"Atlantico, Colombia",4886.143536,3.254526229
Bolivar,Colombia,02/03/2021 5:23,8.6704,-74.03,66780,1354,64773,653,"Bolivar, Colombia",3225.915531,2.02755316
Boyaca,Colombia,02/03/2021 5:23,5.4545,-73.362,46236,1085,43940,1211,"Boyaca, Colombia",3798.004889,2.346656285
Caldas,Colombia,02/03/2021 5:23,5.2983,-75.2479,46573,973,44563,1037,"Caldas, Colombia",4665.441195,2.089193309
Capital District,Colombia,02/03/2021 5:23,4.711,-74.0721,658698,13869,631750,13079,"Capital District, Colombia",8886.234537,2.105517248
Caqueta,Colombia,02/03/2021 5:23,0.8699,-73.8419,17033,632,16120,281,"Caqueta, Colombia",4242.457452,3.710444431
Casanare,Colombia,02/03/2021 5:23,5.7589,-71.5724,12394,269,11721,404,"Casanare, Colombia",2947.415482,2.170405035
Cauca,Colombia,02/03/2021 5:23,2.705,-76.826,27396,749,26050,597,"Cauca, Colombia",1870.687913,2.733975763
Cesar,Colombia,02/03/2021 5:23,9.3373,-73.6536,40473,1182,38484,807,"Cesar, Colombia",3371.137473,2.920465496
Choco,Colombia,02/03/2021 5:23,5.2528,-76.826,6554,201,6256,97,"Choco, Colombia",1225.445285,3.066829417
Cordoba,Colombia,02/03/2021 5:23,8.0493,-75.574,37350,1833,34268,1249,"Cordoba, Colombia",2092.69138,4.907630522
Cundinamarca,Colombia,02/03/2021 5:23,5.026,-74.03,105930,2890,100566,2474,"Cundinamarca, Colombia",3628.907936,2.728216747
Guainia,Colombia,02/03/2021 5:23,2.5854,-68.5247,1304,22,1274,8,"Guainia, Colombia",2710.229871,1.687116564
Guaviare,Colombia,02/03/2021 5:23,1.0654,-73.2603,2249,40,2190,19,"Guaviare, Colombia",2717.266543,1.778568253
Huila,Colombia,02/03/2021 5:23,2.5359,-75.5277,49688,1729,47473,486,"Huila, Colombia",4515.506377,3.479713412
La Guajira,Colombia,02/03/2021 5:23,11.3548,-72.5205,16162,636,15262,264,"La Guajira, Colombia",1835.422913,3.93515654
Magdalena,Colombia,02/03/2021 5:23,10.4113,-74.4057,33845,1295,31173,1377,"Magdalena, Colombia",2522.459542,3.826266805
Meta,Colombia,02/03/2021 5:23,3.272,-73.0877,42381,973,40811,597,"Meta, Colombia",4076.18575,2.295840117
Narino,Colombia,02/03/2021 5:23,1.2892,-77.3579,48984,1617,46216,1151,"Narino, Colombia",3004.062328,3.301077903
Norte de Santander,Colombia,02/03/2021 5:23,7.9463,-72.8988,50848,2710,47303,835,"Norte de Santander, Colombia",3408.753433,5.329609817
Putumayo,Colombia,02/03/2021 5:23,0.436,-75.5277,7882,313,7306,263,"Putumayo, Colombia",2263.758609,3.971073332
Quindio,Colombia,02/03/2021 5:23,4.461,-75.6674,32153,954,30532,667,"Quindio, Colombia",5955.317982,2.967063727
Risaralda,Colombia,02/03/2021 5:23,5.3158,-75.9928,46153,1144,44110,899,"Risaralda, Colombia",4892.193246,2.47871211
San Andres y Providencia,Colombia,02/03/2021 5:23,12.5567,-81.7185,2708,45,2648,15,"San Andres y Providencia, Colombia",4419.060052,1.661742984
Santander,Colombia,02/03/2021 5:23,6.6437,-73.6536,91164,3318,85870,1976,"Santander, Colombia",4172.576719,3.639594577
Sucre,Colombia,02/03/2021 5:23,8.814,-74.7233,20613,783,19317,513,"Sucre, Colombia",2278.024408,3.798573716
Tolima,Colombia,02/03/2021 5:23,4.0925,-75.1545,65231,2099,62126,1006,"Tolima, Colombia",4903.896971,3.21779522
Unknown,Colombia,02/03/2021 5:23,,,0,0,0,0,"Unknown, Colombia",,
Valle del Cauca,Colombia,02/03/2021 5:23,3.8009,-76.6413,195869,6198,185451,4220,"Valle del Cauca, Colombia",4376.094476,3.164359853
Vaupes,Colombia,02/03/2021 5:23,0.8554,-70.812,1153,13,1134,6,"Vaupes, Colombia",2826.1882,1.127493495
Vichada,Colombia,02/03/2021 5:23,4.4234,-69.2878,1369,22,1332,15,"Vichada, Colombia",1269.850104,1.607012418
,Comoros,02/03/2021 5:23,-11.6455,43.3333,3578,144,3331,103,Comoros,411.4559076,4.024594746
,Congo (Brazzaville),02/03/2021 5:23,-0.228,15.8277,8820,128,7019,1673,Congo (Brazzaville),159.837857,1.451247166
,Congo (Kinshasa),02/03/2021 5:23,-4.0383,21.7587,25962,707,18951,6304,Congo (Kinshasa),28.98793324,2.723210847
,Costa Rica,02/03/2021 5:23,9.7489,-83.7534,205086,2812,181851,20423,Costa Rica,4025.940527,1.37113211
,Cote d'Ivoire,02/03/2021 5:23,7.54,-5.5471,32791,193,31712,886,Cote d'Ivoire,124.3106306,0.588576134
,Croatia,02/03/2021 5:23,45.1,15.2,243064,5537,234635,2892,Croatia,5920.78276,2.278000856
,Cuba,02/03/2021 5:23,21.521757,-77.781167,50590,324,46106,4160,Cuba,446.6470833,0.640442775
,Cyprus,02/03/2021 5:23,35.1264,33.4299,35009,231,2057,32721,Cyprus,2899.629854,0.659830329
,Czechia,02/03/2021 5:23,49.8175,15.473,1240051,20469,1070622,148960,Czechia,11579.54136,1.650657916
Faroe Islands,Denmark,02/03/2021 5:23,61.8926,-6.9118,658,1,657,0,"Faroe Islands, Denmark",1346.567073,0.151975684
Greenland,Denmark,02/03/2021 5:23,71.7069,-42.6043,30,0,30,0,"Greenland, Denmark",52.84295075,0
,Denmark,02/03/2021 5:23,56.2639,9.5018,211692,2365,202517,6810,Denmark,3654.775221,1.117189124
,Diamond Princess,02/03/2021 5:23,,,712,13,699,0,Diamond Princess,,1.825842697
,Djibouti,02/03/2021 5:23,11.8251,42.5903,6087,63,5898,126,Djibouti,616.0918703,1.034992607
,Dominica,02/03/2021 5:23,15.415,-61.371,142,0,127,15,Dominica,197.2468781,0
,Dominican Republic,02/03/2021 5:23,18.7357,-70.1627,239998,3106,192078,44814,Dominican Republic,2212.390523,1.294177451
,Ecuador,02/03/2021 5:23,-1.8312,-78.1834,286367,15832,247898,22637,Ecuador,1623.114131,5.528569982
,Egypt,02/03/2021 5:23,26.820553,30.802498,183010,10736,141347,30927,Egypt,178.8352642,5.866346101
,El Salvador,02/03/2021 5:23,13.7942,-88.8965,60337,1861,55312,2693,El Salvador,922.9747891,3.108609227
,Equatorial Guinea,02/03/2021 5:23,1.6508,10.2679,6095,92,5632,371,Equatorial Guinea,434.4308742,1.509433962
,Eritrea,02/03/2021 5:23,15.1794,39.7823,2866,7,2261,598,Eritrea,80.81373168,0.244242847
,Estonia,02/03/2021 5:23,58.5953,25.0136,66628,598,50103,15927,Estonia,5022.694395,0.897520562
,Eswatini,02/03/2021 5:23,-26.5225,31.4659,17025,652,14800,1573,Eswatini,1467.464945,3.829662261
,Ethiopia,02/03/2021 5:23,9.145,40.4897,159972,2373,135177,22422,Ethiopia,139.1501516,1.483384592
,Fiji,02/03/2021 5:23,-17.7134,178.065,59,2,54,3,Fiji,6.581560031,3.389830508
,Finland,02/03/2021 5:23,61.92411,25.748151,58064,750,46000,11314,Finland,1047.950825,1.291678148
French Guiana,France,02/03/2021 5:23,4,-53,16627,85,9995,6547,"French Guiana, France",5566.790098,0.511216696
French Polynesia,France,02/03/2021 5:23,-17.6797,-149.4068,18414,139,4842,13433,"French Polynesia, France",6555.264432,0.754860432
Guadeloupe,France,02/03/2021 5:23,16.265,-61.551,9968,164,2242,7562,"Guadeloupe, France",2491.209041,1.645264848
Martinique,France,02/03/2021 5:23,14.6415,-61.0242,6746,45,98,6603,"Martinique, France",1797.662985,0.667061963
Mayotte,France,02/03/2021 5:23,-12.8275,45.166244,17600,110,2964,14526,"Mayotte, France",6451.305473,0.625
New Caledonia,France,02/03/2021 5:23,-20.904305,165.618042,58,0,55,3,"New Caledonia, France",20.31587686,0
Reunion,France,02/03/2021 5:23,-21.1151,55.5364,12416,52,11270,1094,"Reunion, France",1386.78533,0.418814433
Saint Barthelemy,France,02/03/2021 5:23,17.9,-62.8333,573,1,462,110,"Saint Barthelemy, France",5796.661608,0.17452007
Saint Pierre and Miquelon,France,02/03/2021 5:23,46.8852,-56.3159,24,0,16,8,"Saint Pierre and Miquelon, France",414.1501294,0
St Martin,France,02/03/2021 5:23,18.0708,-63.0501,1544,12,1399,133,"St Martin, France",3993.895341,0.777202073
Wallis and Futuna,France,02/03/2021 5:23,-14.2938,-178.1165,9,0,7,2,"Wallis and Futuna, France",58.86585127,0
,France,02/03/2021 5:23,46.2276,2.2137,3736390,86347,231815,3418228,France,5724.205555,2.310973961
,Gabon,02/03/2021 5:23,-0.8037,11.6094,14849,87,13288,1474,Gabon,667.1525002,0.58589804
,Gambia,02/03/2021 5:23,13.4432,-15.3101,4712,150,4089,473,Gambia,194.9795255,3.18336163
,Georgia,02/03/2021 5:23,42.3154,43.3569,270918,3520,265523,1875,Georgia,6791.329034,1.299286131
Baden-Wurttemberg,Germany,02/03/2021 5:23,48.6616,9.3501,317473,8102,296774,12597,"Baden-Wurttemberg, Germany",2867.989101,2.552028046
Bayern,Germany,02/03/2021 5:23,48.7904,11.4979,438074,12431,406841,18802,"Bayern, Germany",3350.029415,2.837648434
Berlin,Germany,02/03/2021 5:23,52.52,13.405,129604,2825,121584,5195,"Berlin, Germany",3555.835038,2.179716675
