Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Alabama,US,02/04/2021 4:20,34.52041498,-87.31069453,2928,94,,,"Lawrence, Alabama, US",8893.208602,3.210382514
Alabama,US,02/04/2021 4:20,32.60154883,-85.35132246,15433,166,,,"Lee, Alabama, US",9379.368186,1.075617184
Alabama,US,02/04/2021 4:20,34.81185586,-86.98310072,9753,145,,,"Limestone, Alabama, US",9859.980792,1.486722034
Alabama,US,02/04/2021 4:20,32.1597283,-86.65158371,1363,53,,,"Lowndes, Alabama, US",14013.98314,3.888481291
Alabama,US,02/04/2021 4:20,32.38759944,-85.69267724,1536,47,,,"Macon, Alabama, US",8501.217622,3.059895833
Alabama,US,02/04/2021 4:20,34.76327133,-86.55069633,33577,489,,,"Madison, Alabama, US",9004.07338,1.456354052
Alabama,US,02/04/2021 4:20,32.24767634,-87.78796182,2502,58,,,"Marengo, Alabama, US",13264.06192,2.318145484
Alabama,US,02/04/2021 4:20,34.13697363,-87.88704173,3063,99,,,"Marion, Alabama, US",10310.00707,3.232125367
Alabama,US,02/04/2021 4:20,34.36975964,-86.30486727,11865,217,,,"Marshall, Alabama, US",12260.52452,1.828908555
Alabama,US,02/04/2021 4:20,30.78472347,-88.20842409,37515,792,,,"Mobile, Alabama, US",9078.91871,2.111155538
Alabama,US,02/04/2021 4:20,31.56729412,-87.36995001,1706,39,,,"Monroe, Alabama, US",8228.42811,2.286049238
Alabama,US,02/04/2021 4:20,32.2206831,-86.20969272,23779,552,,,"Montgomery, Alabama, US",10499.1037,2.321376004
Alabama,US,02/04/2021 4:20,34.45500589,-86.85475946,14138,263,,,"Morgan, Alabama, US",11813.26716,1.860234828
Alabama,US,21/12/2020 13:27,,,0,0,,,"Out of AL, Alabama, US",,
Alabama,US,02/04/2021 4:20,32.64048341,-87.29770589,1080,27,,,"Perry, Alabama, US",12103.55262,2.5
Alabama,US,02/04/2021 4:20,33.28094866,-88.08818103,2326,57,,,"Pickens, Alabama, US",11670.84797,2.450558899
Alabama,US,02/04/2021 4:20,31.80396383,-85.9408295,3044,74,,,"Pike, Alabama, US",9192.486562,2.431011827
Alabama,US,02/04/2021 4:20,33.29526734,-85.45708831,1753,41,,,"Randolph, Alabama, US",7714.989878,2.33884769
Alabama,US,02/04/2021 4:20,32.28725256,-85.18415324,4231,36,,,"Russell, Alabama, US",7299.736029,0.85086268
Alabama,US,02/04/2021 4:20,33.26879845,-86.66232561,23077,232,,,"Shelby, Alabama, US",10600.27009,1.005329982
Alabama,US,02/04/2021 4:20,33.71902176,-86.31029372,9360,232,,,"St. Clair, Alabama, US",10456.69854,2.478632479
Alabama,US,02/04/2021 4:20,32.59117397,-88.19916205,1026,32,,,"Sumter, Alabama, US",8256.216303,3.118908382
Alabama,US,02/04/2021 4:20,33.37823223,-86.16886178,7999,167,,,"Talladega, Alabama, US",10001.50041,2.08776097
Alabama,US,02/04/2021 4:20,32.86698258,-85.79833053,3848,144,,,"Tallapoosa, Alabama, US",9532.538955,3.742203742
Alabama,US,02/04/2021 4:20,33.28726072,-87.52556818,25082,434,,,"Tuscaloosa, Alabama, US",11980.6071,1.730324536
Alabama,US,21/12/2020 13:27,,,0,0,,,"Unassigned, Alabama, US",,
Alabama,US,02/04/2021 4:20,33.80270512,-87.30027177,7067,274,,,"Walker, Alabama, US",11125.45457,3.877175605
Alabama,US,02/04/2021 4:20,31.4092794,-88.20689944,1639,38,,,"Washington, Alabama, US",10039.20127,2.318486882
Alabama,US,02/04/2021 4:20,31.98773215,-87.30891118,1247,26,,,"Wilcox, Alabama, US",12021.59452,2.08500401
Alabama,US,02/04/2021 4:20,34.15030532,-87.37325922,2717,71,,,"Winston, Alabama, US",11498.58225,2.613176297
Alaska,US,02/04/2021 4:20,55.32222414,-161.9722021,364,2,,,"Aleutians East, Alaska, US",10908.0012,0.549450549
Alaska,US,02/04/2021 4:20,52.3233,-174.1596,656,0,,,"Aleutians West, Alaska, US",11643.59247,0
Alaska,US,02/04/2021 4:20,61.14998174,-149.1426986,28574,165,,,"Anchorage, Alaska, US",9921.527778,0.57744803
Alaska,US,02/04/2021 4:20,60.90980451,-159.8561831,3782,20,,,"Bethel, Alaska, US",20569.99891,0.52882073
Alaska,US,02/04/2021 4:20,58.74513976,-156.701064,0,0,,,"Bristol Bay, Alaska, US",0,
Alaska,US,02/04/2021 4:20,58.62403337,-156.2140589,187,0,,,"Bristol Bay plus Lake and Peninsula, Alaska, US",4651.741294,0
Alaska,US,02/04/2021 4:20,63.67264044,-150.0076108,89,0,,,"Denali, Alaska, US",4244.158321,0
Alaska,US,02/04/2021 4:20,59.79603738,-158.2381942,208,1,,,"Dillingham, Alaska, US",4231.082181,0.480769231
Alaska,US,02/04/2021 4:20,64.80726247,-146.5692662,6680,32,,,"Fairbanks North Star, Alaska, US",6897.335027,0.479041916
Alaska,US,02/04/2021 4:20,59.09893571,-135.4679843,29,0,,,"Haines, Alaska, US",1146.245059,0
Alaska,US,02/04/2021 4:20,58.45031811,-134.200436,1300,5,,,"Juneau, Alaska, US",4065.803465,0.384615385
Alaska,US,02/04/2021 4:20,60.24429722,-151.5388884,4160,22,,,"Kenai Peninsula, Alaska, US",7085.91674,0.528846154
Alaska,US,02/04/2021 4:20,55.57445008,-130.975561,392,2,,,"Ketchikan Gateway, Alaska, US",2819.941011,0.510204082
Alaska,US,02/04/2021 4:20,57.65529415,-153.7493579,1078,5,,,"Kodiak Island, Alaska, US",8293.583628,0.463821892
Alaska,US,02/04/2021 4:20,62.1542916,-163.3967883,1222,3,,,"Kusilvak, Alaska, US",14698.09959,0.245499182
Alaska,US,02/04/2021 4:20,62.31305045,-149.5741743,10070,37,,,"Matanuska-Susitna, Alaska, US",9296.786285,0.367428004
Alaska,US,02/04/2021 4:20,64.90320724,-164.0353804,340,0,,,"Nome, Alaska, US",3398.640544,0
Alaska,US,02/04/2021 4:20,69.31479216,-153.4836093,1050,4,,,"North Slope, Alaska, US",10679.41416,0.380952381
Alaska,US,02/04/2021 4:20,67.04919196,-159.7503946,599,2,,,"Northwest Arctic, Alaska, US",7859.860911,0.333889816
Alaska,US,02/04/2021 4:20,57.13978948,-132.9540995,159,1,,,"Petersburg, Alaska, US",4868.340478,0.628930818
Alaska,US,02/04/2021 4:20,55.76261984,-133.0511621,86,1,,,"Prince of Wales-Hyder, Alaska, US",1386.425923,1.162790698
Alaska,US,02/04/2021 4:20,57.24124555,-135.3206587,334,0,,,"Sitka, Alaska, US",3932.650418,0
Alaska,US,02/04/2021 4:20,59.56149996,-135.3337748,20,0,,,"Skagway, Alaska, US",1690.617075,0
Alaska,US,02/04/2021 4:20,63.87692095,-143.2127643,620,3,,,"Southeast Fairbanks, Alaska, US",8994.632236,0.483870968
Alaska,US,02/04/2021 4:20,,,275,0,,,"Unassigned, Alaska, US",,0
Alaska,US,14/02/2021 23:24,61.47502768,-144.7126799,0,0,,,"Valdez-Cordova, Alaska, US",4977.178874,0.655021834
Alaska,US,02/04/2021 4:20,56.3202004,-132.0583731,34,0,,,"Wrangell, Alaska, US",1358.91287,0
Alaska,US,02/04/2021 4:20,59.8909808,-140.3601451,72,1,,,"Yakutat, Alaska, US",12435.23316,1.388888889
Alaska,US,02/04/2021 4:20,65.50815459,-151.3907387,351,4,,,"Yukon-Koyukuk, Alaska, US",6711.281071,1.13960114
Arizona,US,02/04/2021 4:20,35.39465006,-109.4892383,11026,417,,,"Apache, Arizona, US",15337.96097,3.781969889
Arizona,US,02/04/2021 4:20,31.87934684,-109.7516088,11610,280,,,"Cochise, Arizona, US",9219.993329,2.41171404
Arizona,US,02/04/2021 4:20,35.83883429,-111.7707178,17091,324,,,"Coconino, Arizona, US",11912.0968,1.895734597
Arizona,US,02/04/2021 4:20,33.80190085,-110.8132779,6554,220,,,"Gila, Arizona, US",12132.99271,3.356728715
Arizona,US,02/04/2021 4:20,32.93166885,-109.8882178,5368,76,,,"Graham, Arizona, US",13821.8709,1.415797317
Arizona,US,02/04/2021 4:20,33.21498827,-109.2405279,564,10,,,"Greenlee, Arizona, US",5938.09223,1.773049645
Arizona,US,02/04/2021 4:20,33.72854224,-113.9810029,2448,78,,,"La Paz, Arizona, US",11597.49858,3.18627451
Arizona,US,02/04/2021 4:20,33.34835867,-112.4918154,524547,9677,,,"Maricopa, Arizona, US",11694.50579,1.84482992
Arizona,US,02/04/2021 4:20,35.70471703,-113.7577902,22141,688,,,"Mohave, Arizona, US",10434.95883,3.107357391
Arizona,US,02/04/2021 4:20,35.3997715,-110.3218983,15699,521,,,"Navajo, Arizona, US",14152.93354,3.318682719
Arizona,US,02/04/2021 4:20,,,0,0,,,"Out of AZ, Arizona, US",,
Arizona,US,02/04/2021 4:20,32.0971334,-111.7890033,112707,2350,,,"Pima, Arizona, US",10761.88867,2.085052392
Arizona,US,02/04/2021 4:20,32.90525627,-111.3449483,49540,852,,,"Pinal, Arizona, US",10704.66238,1.719822366
Arizona,US,02/04/2021 4:20,31.52508998,-110.8479088,7821,173,,,"Santa Cruz, Arizona, US",16820.07828,2.211993351
Arizona,US,02/04/2021 4:20,,,0,0,,,"Unassigned, Arizona, US",,
Arizona,US,02/04/2021 4:20,34.59933926,-112.5538588,18320,489,,,"Yavapai, Arizona, US",7792.461899,2.669213974
Arizona,US,02/04/2021 4:20,32.76895712,-113.9066674,36756,822,,,"Yuma, Arizona, US",17192.81341,2.236369572
Arkansas,US,02/04/2021 4:20,34.29145151,-91.37277296,2077,36,,,"Arkansas, Arkansas, US",11878.07389,1.733269138
Arkansas,US,02/04/2021 4:20,33.19153461,-91.7698471,1901,33,,,"Ashley, Arkansas, US",9670.855166,1.735928459
Arkansas,US,02/04/2021 4:20,36.28784385,-92.33782872,3073,100,,,"Baxter, Arkansas, US",7328.531909,3.25414904
Arkansas,US,02/04/2021 4:20,36.33644656,-94.25680817,28176,407,,,"Benton, Arkansas, US",10093.82355,1.444491766
Arkansas,US,02/04/2021 4:20,36.3084504,-93.09374925,3742,79,,,"Boone, Arkansas, US",9996.794187,2.111170497
Arkansas,US,02/04/2021 4:20,33.46755808,-92.15980837,1356,32,,,"Bradley, Arkansas, US",12598.71783,2.359882006
Arkansas,US,02/04/2021 4:20,33.55598792,-92.49974403,409,3,,,"Calhoun, Arkansas, US",7882.0582,0.733496333
Arkansas,US,02/04/2021 4:20,36.3403856,-93.54270261,2751,44,,,"Carroll, Arkansas, US",9693.446089,1.599418393
Arkansas,US,02/04/2021 4:20,33.26458973,-91.29539209,1610,39,,,"Chicot, Arkansas, US",15912.23562,2.422360248
Arkansas,US,02/04/2021 4:20,34.04613432,-93.17484713,2081,40,,,"Clark, Arkansas, US",9323.476703,1.922152811
Arkansas,US,02/04/2021 4:20,36.36826212,-90.4148172,1723,50,,,"Clay, Arkansas, US",11841.11058,2.901915264
Arkansas,US,02/04/2021 4:20,35.53864922,-92.02640019,1946,73,,,"Cleburne, Arkansas, US",7809.302139,3.751284687
Arkansas,US,02/04/2021 4:20,33.89723187,-92.18537045,938,25,,,"Cleveland, Arkansas, US",11789.84414,2.665245203
Arkansas,US,02/04/2021 4:20,33.21230701,-93.22642793,2322,55,,,"Columbia, Arkansas, US",9898.964062,2.368647717
Arkansas,US,02/04/2021 4:20,35.26205537,-92.70506566,2190,32,,,"Conway, Arkansas, US",10505.61259,1.461187215
Arkansas,US,02/04/2021 4:20,35.83018283,-90.63235729,13089,174,,,"Craighead, Arkansas, US",11863.28536,1.329360532
Arkansas,US,02/04/2021 4:20,35.58928601,-94.2446814,6981,115,,,"Crawford, Arkansas, US",11035.93278,1.647328463
Arkansas,US,02/04/2021 4:20,35.21247318,-90.30839406,5877,95,,,"Crittenden, Arkansas, US",12255.23929,1.616470989
Arkansas,US,02/04/2021 4:20,35.29631396,-90.77185818,1921,49,,,"Cross, Arkansas, US",11699.85992,2.550754815
Arkansas,US,02/04/2021 4:20,33.97042763,-92.65167437,756,15,,,"Dallas, Arkansas, US",10786.13212,1.984126984
Arkansas,US,02/04/2021 4:20,33.83011025,-91.25500948,1356,24,,,"Desha, Arkansas, US",11935.56905,1.769911504
Arkansas,US,02/04/2021 4:20,33.59035001,-91.71777921,1984,40,,,"Drew, Arkansas, US",10889.7305,2.016129032
Arkansas,US,02/04/2021 4:20,35.14719007,-92.33717519,12207,157,,,"Faulkner, Arkansas, US",9687.55704,1.286147293
Arkansas,US,02/04/2021 4:20,35.51202821,-93.89299569,1677,39,,,"Franklin, Arkansas, US",9466.553768,2.325581395
Arkansas,US,02/04/2021 4:20,36.38177105,-91.81729127,1100,47,,,"Fulton, Arkansas, US",8816.221848,4.272727273
Arkansas,US,02/04/2021 4:20,34.57692074,-93.14921604,10034,255,,,"Garland, Arkansas, US",10095.98937,2.541359378
Arkansas,US,02/04/2021 4:20,34.29017991,-92.42320562,1635,32,,,"Grant, Arkansas, US",8951.546674,1.957186544
Arkansas,US,02/04/2021 4:20,36.1173546,-90.55832668,6012,75,,,"Greene, Arkansas, US",13264.20298,1.24750499
Arkansas,US,02/04/2021 4:20,33.73325583,-93.66935133,1982,19,,,"Hempstead, Arkansas, US",9204.904328,0.958627649
Arkansas,US,02/04/2021 4:20,34.31709259,-92.95396325,5006,70,,,"Hot Spring, Arkansas, US",14823.36916,1.398322014
Arkansas,US,02/04/2021 4:20,34.09007427,-93.9934871,1641,24,,,"Howard, Arkansas, US",12429.93486,1.462522852
Arkansas,US,02/04/2021 4:20,35.74242707,-91.57001641,3720,121,,,"Independence, Arkansas, US",9834.765367,3.252688172
Arkansas,US,02/04/2021 4:20,36.09604046,-91.90847954,1660,41,,,"Izard, Arkansas, US",12179.91048,2.469879518
Arkansas,US,02/04/2021 4:20,35.59802983,-91.21494602,3211,38,,,"Jackson, Arkansas, US",19205.69412,1.183431953
Arkansas,US,02/04/2021 4:20,34.26767081,-91.92619839,8744,163,,,"Jefferson, Arkansas, US",13085.11912,1.864135407
Arkansas,US,02/04/2021 4:20,35.56759135,-93.46036368,2879,37,,,"Johnson, Arkansas, US",10832.26729,1.285168461
Arkansas,US,02/04/2021 4:20,33.24116713,-93.60677071,541,9,,,"Lafayette, Arkansas, US",8167.270531,1.663585952
Arkansas,US,02/04/2021 4:20,36.04188196,-91.10867198,2069,43,,,"Lawrence, Arkansas, US",12611.23979,2.078298695
Arkansas,US,02/04/2021 4:20,34.78498904,-90.78383866,1658,34,,,"Lee, Arkansas, US",18719.65677,2.05066345
Arkansas,US,02/04/2021 4:20,33.95317155,-91.74002806,3180,48,,,"Lincoln, Arkansas, US",24416.46192,1.509433962
Arkansas,US,02/04/2021 4:20,33.70375665,-94.23468591,1222,41,,,"Little River, Arkansas, US",9968.186638,3.355155483
Arkansas,US,02/04/2021 4:20,35.21413234,-93.71951016,2206,22,,,"Logan, Arkansas, US",10276.71667,0.997280145
Arkansas,US,02/04/2021 4:20,34.75392199,-91.88742357,7052,116,,,"Lonoke, Arkansas, US",9619.55558,1.644923426
Arkansas,US,02/04/2021 4:20,36.01038185,-93.72524943,1437,22,,,"Madison, Arkansas, US",8669.160232,1.530967293
Arkansas,US,02/04/2021 4:20,36.26844485,-92.68451899,1032,30,,,"Marion, Arkansas, US",6181.861747,2.906976744
Arkansas,US,02/04/2021 4:20,33.31403423,-93.89285258,4214,36,,,"Miller, Arkansas, US",9741.775898,0.854295206
Arkansas,US,02/04/2021 4:20,35.76271485,-90.0519437,5751,106,,,"Mississippi, Arkansas, US",14147.25345,1.843157712
Arkansas,US,02/04/2021 4:20,34.6815935,-91.20540287,862,17,,,"Monroe, Arkansas, US",12863.75168,1.972157773
Arkansas,US,02/04/2021 4:20,34.53704874,-93.65824478,751,33,,,"Montgomery, Arkansas, US",8357.444914,4.394141145
Arkansas,US,02/04/2021 4:20,33.66340119,-93.30632432,816,24,,,"Nevada, Arkansas, US",9888.511876,2.941176471
Arkansas,US,02/04/2021 4:20,35.91947491,-93.21612969,707,26,,,"Newton, Arkansas, US",9119.05069,3.677510608
Arkansas,US,02/04/2021 4:20,33.58839816,-92.87795984,2291,60,,,"Ouachita, Arkansas, US",9798.135318,2.618943693
Arkansas,US,02/04/2021 4:20,34.9459153,-92.94372564,824,10,,,"Perry, Arkansas, US",7881.396461,1.213592233
Arkansas,US,02/04/2021 4:20,34.43268455,-90.84800154,1737,37,,,"Phillips, Arkansas, US",9768.305028,2.130109384
Arkansas,US,02/04/2021 4:20,34.16250414,-93.65789349,997,22,,,"Pike, Arkansas, US",9302.108602,2.20661986
Arkansas,US,02/04/2021 4:20,35.57433534,-90.66268713,3115,76,,,"Poinsett, Arkansas, US",13239.54437,2.439807384
Arkansas,US,02/04/2021 4:20,34.48254879,-94.22728802,1962,71,,,"Polk, Arkansas, US",9827.689842,3.618756371
Arkansas,US,02/04/2021 4:20,35.44871474,-93.03212219,7867,107,,,"Pope, Arkansas, US",12278.37433,1.36011186
Arkansas,US,02/04/2021 4:20,34.83624419,-91.55162157,887,20,,,"Prairie, Arkansas, US",11002.2327,2.254791432
Arkansas,US,02/04/2021 4:20,34.77054088,-92.31355101,38340,626,,,"Pulaski, Arkansas, US",9782.833347,1.63275952
Arkansas,US,02/04/2021 4:20,36.3415714,-91.02455531,2061,47,,,"Randolph, Arkansas, US",11476.77915,2.280446385
Arkansas,US,02/04/2021 4:20,34.64916145,-92.67583224,11734,165,,,"Saline, Arkansas, US",9583.704272,1.406170104
Arkansas,US,02/04/2021 4:20,34.85588887,-94.0632176,928,14,,,"Scott, Arkansas, US",9026.359304,1.50862069
Arkansas,US,02/04/2021 4:20,35.9109364,-92.69936482,671,16,,,"Searcy, Arkansas, US",8514.147951,2.384500745
Arkansas,US,02/04/2021 4:20,35.19605503,-94.27162713,15049,272,,,"Sebastian, Arkansas, US",11772.94312,1.807429065
Arkansas,US,02/04/2021 4:20,33.99780401,-94.2424869,2778,24,,,"Sevier, Arkansas, US",16334.45052,0.863930886
Arkansas,US,02/04/2021 4:20,36.16258158,-91.47819342,1551,45,,,"Sharp, Arkansas, US",8892.328861,2.901353965
Arkansas,US,02/04/2021 4:20,35.02201976,-90.74828138,3519,41,,,"St. Francis, Arkansas, US",14079.37905,1.165103723
Arkansas,US,02/04/2021 4:20,35.86251946,-92.15684085,982,30,,,"Stone, Arkansas, US",7852.230929,3.054989817
Arkansas,US,02/04/2021 4:20,,,2796,0,,,"Unassigned, Arkansas, US",,0
Arkansas,US,02/04/2021 4:20,33.16887091,-92.59746952,3939,111,,,"Union, Arkansas, US",10183.03087,2.817974105
Arkansas,US,02/04/2021 4:20,35.58095779,-92.51295036,1247,21,,,"Van Buren, Arkansas, US",7537.020248,1.6840417
Arkansas,US,02/04/2021 4:20,35.976844,-94.21800746,30228,344,,,"Washington, Arkansas, US",12637.81058,1.138017732
Arkansas,US,02/04/2021 4:20,35.25688493,-91.74908296,7801,116,,,"White, Arkansas, US",9905.654388,1.486988848
Arkansas,US,02/04/2021 4:20,35.18902527,-91.2439489,634,12,,,"Woodruff, Arkansas, US",10031.64557,1.892744479
Arkansas,US,02/04/2021 4:20,35.00292371,-93.41171338,3406,64,,,"Yell, Arkansas, US",15959.88941,1.879036994
California,US,02/04/2021 4:20,37.64629437,-121.8929271,83475,1216,,,"Alameda, California, US",4994.528307,1.704702007
California,US,02/04/2021 4:20,38.59678594,-119.8223594,88,0,,,"Alpine, California, US",7794.508415,0
California,US,02/04/2021 4:20,38.44583082,-120.65696,3556,45,,,"Amador, California, US",8945.461864,1.265466817
California,US,02/04/2021 4:20,39.66727762,-121.6005252,11321,193,,,"Butte, California, US",5165.019664,1.704796396
California,US,02/04/2021 4:20,38.20537103,-120.552913,2013,51,,,"Calaveras, California, US",4385.143231,2.533532042
California,US,02/04/2021 4:20,39.17881957,-122.2331726,2165,16,,,"Colusa, California, US",10047.80248,0.739030023
California,US,02/04/2021 4:20,37.91923498,-121.9289527,65435,769,,,"Contra Costa, California, US",5672.607293,1.175212042
California,US,02/04/2021 4:20,41.74228275,-123.8974063,1197,6,,,"Del Norte, California, US",4303.897598,0.501253133
California,US,02/04/2021 4:20,38.77965956,-120.5233166,9450,108,,,"El Dorado, California, US",4900.35936,1.142857143
California,US,02/04/2021 4:20,36.75733899,-119.6466953,99240,1616,,,"Fresno, California, US",9932.929704,1.628375655
California,US,02/04/2021 4:20,39.59875897,-122.3938452,2318,25,,,"Glenn, California, US",8163.984081,1.078515962
California,US,02/04/2021 4:20,40.69923009,-123.876044,3489,36,,,"Humboldt, California, US",2573.806046,1.031814273
California,US,02/04/2021 4:20,33.0393082,-115.3669042,27506,715,,,"Imperial, California, US",15178.65519,2.599432851
California,US,02/04/2021 4:20,36.51112084,-117.4111978,1399,38,,,"Inyo, California, US",7755.418815,2.716225876
California,US,02/04/2021 4:20,35.34329425,-118.7277796,106288,1264,,,"Kern, California, US",11807.12773,1.189221737
California,US,02/04/2021 4:20,36.07409056,-119.8159973,22649,241,,,"Kings, California, US",14809.07545,1.064064639
California,US,02/04/2021 4:20,39.10124298,-122.7536244,3332,43,,,"Lake, California, US",5175.038052,1.290516206
California,US,02/04/2021 4:20,40.67311306,-120.5935099,5652,24,,,"Lassen, California, US",18486.90021,0.42462845
California,US,02/04/2021 4:20,34.30828379,-118.2282411,1220256,23191,,,"Los Angeles, California, US",12155.02534,1.900502845
California,US,02/04/2021 4:20,37.21513971,-119.7665589,16015,234,,,"Madera, California, US",10179.43519,1.46113019
California,US,02/04/2021 4:20,38.07122463,-122.7210631,13694,221,,,"Marin, California, US",5290.813133,1.61384548
California,US,02/04/2021 4:20,37.57978556,-119.9073334,410,7,,,"Mariposa, California, US",2383.305237,1.707317073
California,US,02/04/2021 4:20,39.4381191,-123.3911313,3947,46,,,"Mendocino, California, US",4549.908356,1.165442108
California,US,02/04/2021 4:20,37.18922369,-120.7209035,30649,438,,,"Merced, California, US",11037.52521,1.429084146
California,US,02/04/2021 4:20,41.58965602,-120.7244817,474,4,,,"Modoc, California, US",5361.384459,0.843881857
California,US,02/04/2021 4:20,37.93899289,-118.8872409,1267,4,,,"Mono, California, US",8771.808363,0.315706393
California,US,02/04/2021 4:20,36.21862405,-121.2413397,42961,342,,,"Monterey, California, US",9897.456809,0.796070855
California,US,02/04/2021 4:20,38.50735751,-122.332839,9415,78,,,"Napa, California, US",6835.143455,0.828465215
California,US,02/04/2021 4:20,39.30394768,-120.7627281,4294,74,,,"Nevada, California, US",4304.546138,1.723334886
California,US,02/04/2021 4:20,33.70147516,-117.7645998,266353,4755,,,"Orange, California, US",8387.242843,1.785224871
California,US,02/04/2021 4:20,39.06167234,-120.7240569,20972,275,,,"Placer, California, US",5264.994515,1.311272172
California,US,02/04/2021 4:20,40.00355989,-120.8395236,685,6,,,"Plumas, California, US",3642.26086,0.875912409
California,US,02/04/2021 4:20,33.74314981,-115.9933578,294617,4339,,,"Riverside, California, US",11925.17767,1.472759549
California,US,02/04/2021 4:20,38.45106826,-121.3425374,97883,1610,,,"Sacramento, California, US",6306.658643,1.644820858
California,US,02/04/2021 4:20,36.60308176,-121.069975,5875,61,,,"San Benito, California, US",9353.903961,1.038297872
California,US,02/04/2021 4:20,34.84060306,-116.1774685,291022,4356,,,"San Bernardino, California, US",13349.11253,1.496794057
California,US,02/04/2021 4:20,33.03484597,-116.7365326,270539,3555,,,"San Diego, California, US",8104.022071,1.314043447
California,US,02/04/2021 4:20,37.75215114,-122.4385672,35347,474,,,"San Francisco, California, US",4009.646656,1.340990749
California,US,02/04/2021 4:20,37.93433732,-121.2730061,69978,1300,,,"San Joaquin, California, US",9181.681248,1.857726714
California,US,02/04/2021 4:20,35.38822029,-120.4039028,20522,256,,,"San Luis Obispo, California, US",7248.746958,1.24744177
California,US,02/04/2021 4:20,37.4228808,-122.3275546,40424,547,,,"San Mateo, California, US",5273.339917,1.353156541
California,US,02/04/2021 4:20,34.65329488,-120.0188492,33217,443,,,"Santa Barbara, California, US",7439.434355,1.333654454
California,US,02/04/2021 4:20,37.23104908,-121.6970462,114683,1874,,,"Santa Clara, California, US",5948.745028,1.693363445
California,US,02/04/2021 4:20,37.05580291,-122.0066524,15363,201,,,"Santa Cruz, California, US",5623.085285,1.308338215
California,US,02/04/2021 4:20,40.76391419,-122.0396884,11381,207,,,"Shasta, California, US",6319.968903,1.818820842
California,US,02/04/2021 4:20,39.57713498,-120.5200701,106,0,,,"Sierra, California, US",3527.454243,0
California,US,02/04/2021 4:20,41.59198861,-122.5407434,1881,16,,,"Siskiyou, California, US",4320.26459,0.850611377
California,US,02/04/2021 4:20,38.26827353,-121.9357113,31240,235,,,"Solano, California, US",6978.775497,0.752240717
California,US,02/04/2021 4:20,38.52746429,-122.8862506,29257,311,,,"Sonoma, California, US",5918.444135,1.062993472
California,US,02/04/2021 4:20,37.55862499,-120.9970722,59013,1001,,,"Stanislaus, California, US",10716.77623,1.696236422
California,US,02/04/2021 4:20,39.03417539,-121.6945899,9158,106,,,"Sutter, California, US",9444.060595,1.15745796
California,US,02/04/2021 4:20,40.12570935,-122.2370171,5295,54,,,"Tehama, California, US",8135.640096,1.019830028
California,US,02/04/2021 4:20,40.6491767,-123.114713,392,5,,,"Trinity, California, US",3190.883191,1.275510204
California,US,02/04/2021 4:20,36.22026558,-118.8020203,49071,816,,,"Tulare, California, US",10525.85292,1.662896619
California,US,02/04/2021 4:20,38.02644018,-119.9525093,4040,62,,,"Tuolumne, California, US",7415.837586,1.534653465
California,US,02/04/2021 4:20,,,0,0,,,"Unassigned, California, US",,
California,US,02/04/2021 4:20,34.44465746,-119.0910613,79716,984,,,"Ventura, California, US",9422.628208,1.234382056
California,US,02/04/2021 4:20,38.68278902,-121.9018288,13359,198,,,"Yolo, California, US",6058.503401,1.482146867
California,US,02/04/2021 4:20,39.26255932,-121.3535644,6005,44,,,"Yuba, California, US",7633.345198,0.732722731
Colorado,US,02/04/2021 4:20,39.87432092,-104.3362578,51495,639,,,"Adams, Colorado, US",9952.243917,1.240897174
Colorado,US,02/04/2021 4:20,37.57250606,-105.7885451,1351,29,,,"Alamosa, Colorado, US",8322.552824,2.146558105
Colorado,US,02/04/2021 4:20,39.64977461,-104.3353617,52135,685,,,"Arapahoe, Colorado, US",7940.267138,1.313896615
Colorado,US,02/04/2021 4:20,37.19474156,-107.0476867,749,1,,,"Archuleta, Colorado, US",5338.940766,0.133511348
Colorado,US,02/04/2021 4:20,37.31940883,-102.5603223,278,4,,,"Baca, Colorado, US",7763.194638,1.438848921
Colorado,US,02/04/2021 4:20,37.95474293,-103.0720195,1483,21,,,"Bent, Colorado, US",26591.35736,1.41604855
Colorado,US,02/04/2021 4:20,40.09313619,-105.3546767,20668,226,,,"Boulder, Colorado, US",6336.067886,1.09347784
Colorado,US,02/04/2021 4:20,39.95998787,-105.0566324,4203,74,,,"Broomfield, Colorado, US",5964.663308,1.760647157
Colorado,US,02/04/2021 4:20,38.74745778,-106.1926573,1504,24,,,"Chaffee, Colorado, US",7388.484968,1.595744681
Colorado,US,02/04/2021 4:20,38.82777431,-102.6032558,125,6,,,"Cheyenne, Colorado, US",6826.870563,4.8
Colorado,US,02/04/2021 4:20,39.68864463,-105.6463118,403,2,,,"Clear Creek, Colorado, US",4154.639175,0.496277916
Colorado,US,02/04/2021 4:20,37.201606,-106.1917488,460,10,,,"Conejos, Colorado, US",5606.337599,2.173913043
Colorado,US,02/04/2021 4:20,37.27732493,-105.4276548,203,2,,,"Costilla, Colorado, US",5222.536661,0.985221675
Colorado,US,02/04/2021 4:20,38.32608609,-103.7844965,2141,14,,,"Crowley, Colorado, US",35324.20393,0.653900047
Colorado,US,02/04/2021 4:20,38.10883162,-105.3683478,175,1,,,"Custer, Colorado, US",3453.038674,0.571428571
